ID,Text,Offensive,HateSpeech,Vulgarity,Violence
9193,"#بايع_الكليجا
 من زينه مساكينن اول مراا تشوفوا رجال !.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9194,@USER هم ضد حماس ضد مقاومه ضد العرب والمسلمين ضد اي مسلم هم مع نتنياهو اللي قتل وشرد ملايين مسلمين وهلا بيعملوا انهم طيبين ومسالمين لليهود  خليهم يجربوا حنية ليفيني,OFF,HS2,NOT_VLG,NOT_VIO
9195,شباب اركدوا اسفهوهن تراهن يعاندن..من الحررررة جعلهن للحرة اللي ما يقومن منها بنات الكلب..قسم بالله لو يجيها ما تشوف الا غبرتها شاردة..هن اخذنها فرصة تصفية حسابات وراء اليوزرات..والا الواقع مليان ملي من هالشكل وأطلق قسم بالله يوميا نشوف..تفووووو تفوووو الله يمحاكن #بايع_الكليجا,OFF,HS6,NOT_VLG,NOT_VIO
9196,انا بكره محاضرة الساعة 8 وبكره الصحيان بدرى بكره الصحيان اصلا وبكره الكلية وعاوزة أنام وعاوزة اعيط انى صحيت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9197,"#اصدقا_الوناسه_وينهم

راحوا     وصاروا  اصدقاء  المصالح",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9198,"بمناسبة الطفش،،
      
- -اللي عنده سؤال يسأل
- اللي يحبني يقول أحبك
- اللي يبى فلوس يرسل نقطه •
- اللى يرسل نقطه بحظره ‍♂️‍♂️‍♂️",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9199,@USER ما بنينا مسجد ترى ولا اعتمرنا عنها الخفيف معروف ولا سمينا ولدنا ع اسمه اكمل ولا اسكت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9200,"الشاعر ناصر الوبير ومحمد ناصر الحربي شفتهم قدامي وافضل شاعرين عندي وربي استحيت اصورهم وهم مشهورين  كيف هالمخفات تصور وتتغزل فيه!! وين الحياء 
 #بايع_الكليجا",OFF,HS6,NOT_VLG,NOT_VIO
9201,"لحووول حتى هناا وصلتوه قسسم بالله قلة حيا الرجال رايح يترزق ربه والتافهين شغالين عشق وملعنه واضح انه متضايق من التصوير بس وش يفهم البقر الي عندنا 
 #بايع_الكليجا",OFF,HS6,NOT_VLG,NOT_VIO
9202,اللي باصصلي في حياتي ابوس قفاك ارحمني,OFF,NOT_HS,NOT_VLG,NOT_VIO
9203,يلاااا اي او لا  — مافهمت على شنو؟ URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9204,كيبياس اللحين ماخذه الايدولز تزيد شهرتهم ولا عشان تكسرهم ؟ اول شي جون يوكيس بعده هانقيول واللحين تشان الله ياخذهم,OFF,NOT_HS,NOT_VLG,NOT_VIO
9205,@USER جات الغثيثه,OFF,NOT_HS,NOT_VLG,NOT_VIO
9206,@USER بعد ما طردوا كوجيما، جالسين يستخدمون اسمه بشكل غير مباشر للتسويق للعبة. بجاحة,OFF,NOT_HS,NOT_VLG,NOT_VIO
9207,بفوق،كل اللي ع أديان شركيةبيعشوا أتباعهم عقدةالذنب ظلم.كالنصارى ف دينهم:عيسى(النبي)إله وابن الله،إتقتل وإتصلب(الإلاه ابن الإلاه)للتكفير ع سيئاتهم وهم إتولدوا مذنبين بالرغم م إن إتولدوا رضع أبرياء ثم يعكوا ويذنبوا ويجرموا ويفسدوا براحتهم بعد كدةف حياتهم،فهم كدةكدةمغفور لهم!وغيره,OFF,HS2,NOT_VLG,NOT_VIO
9208,#حياتك23  مضاوي تكلمي زين الدلع وتغير الصوت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9209,"#بايع_الكليجا
حرام الرجال باين منحرج ومستحي من البنات اللي هجموا عليه ويصورونه 
اول مره تشوفون واحد حلو؟؟ خلوه يترزق الله لاتتسببون بتقفيل رزقه خلوه بحاله 
وخوذوها من الاخر ماراح يتزوج وحده فيكم",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9210,#بايع_الكليجا اوفر يا جماعه والله فيه احححلى,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9211,@USER شع بالله ماخليتي لي شي حتى العيشه تبين تناشبيني فيها ي الشعنا,OFF,NOT_HS,NOT_VLG,NOT_VIO
9212,"شيتات 
والله كبرتي ي صغننة وبقيتي ف كلية و بتقولي شيتات  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9213,RT @USER لو قدها هات اخر copy عندك يلزمني,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9214,@USER لا حول و لا قوة الا بالله كفاية ي بني هتدمر صحتك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9215,RT @USER اي والله جعله الموت الله ينزع روحه ويشل اطرافه وجعله الحادث الشنيع النذل النجس وجه السلوقي,OFF,NOT_HS,NOT_VLG,NOT_VIO
9216,#بايع_الكليجا سلامات!!؟ صح انه حلو بس مو لدرجه ذي اوفر مراا ترا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9217,@USER لا مش فاضية وبعدين اجمد كدة انت راجل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9218,"RT @USER المطبج جميل وانا اعشقه 
ولكن هل هذا صحيح  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9219,@USER تورغوت مات ؟,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9220,@USER طب اعمل ايه طاه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9221,سو اختبرت.. كان مره . الحين رايحة الجيم عشان اطلع حرتي والعن حظي بطريقة صحية.. واستعد للاختبار اللي بعده,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9222,@USER مالي ومال العقارب مايعجبوني احب الجدي والقوس,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9223,بتضايق  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9224,@USER لاتدخلين بالنوايا واحترمي نفسك من تكتبي شي وترى نتحاسب ع كل كلمه الصوره والتعليق قذف من ورى التريلات,OFF,NOT_HS,NOT_VLG,NOT_VIO
9225,@USER خطره وين الدقله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9226,@USER تدور مشاكل وين التعادل ..ذاك لعب وذا كرف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9227,@USER ايش المرض حقهم دا!!!,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9228,@USER اوف ويش ذا الملعون لاتسكت له,OFF,NOT_HS,NOT_VLG,NOT_VIO
9229,@USER اي وربك وتمنشن حساب مسمار وتقول ترا تحتي عيال وخاقه معه لعن الله اصلك,OFF,NOT_HS,NOT_VLG,NOT_VIO
9230,"@USER مابي اسمع اسمه!
اغتث، اتجدى، يصيدني حارج..",OFF,NOT_HS,NOT_VLG,NOT_VIO
9231,اهم شي ذكور الشعب كله يستشرف وينزل فديوهات عن الاخلاق والحشمه  #بايع_الكليجا,OFF,HS6,NOT_VLG,NOT_VIO
9232,"@USER حمدلله والشكر
 الله لايبلنا يارب العالمين",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9233,"RT @USER "" احنا في مصر بنشتغل عشان نجيب فلوس نروح بيها الشغل..! """,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9234,#اصدقا_الوناسه_وينهم الصديق الحقيقي هو♡♡♡القرآن الكريم♡♡♡نافع لك بإذن من الله في الدنيا والآخرة يارب أننا مقصرون آلهتنا جوالات ي رب ي كريم تجعلنا من أهل القرآن ونلبس أمهاتنا التاج بإذن منك ي الله قولووو امييين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9235,RT @USER متل ما عودناكم معانا مش حتقدر اتغمض عينيك  شوفو لما الرجال كون تحت اقدام  ستكم كاتيا الكعدي شو بكون وضعو (ذل وخنوع ومتل )(…,OFF,HS6,NOT_VLG,NOT_VIO
9236,بمسك امصجمة واطلق كل واحد حاط أغاني عراقية بالعيد الوطني,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9237,@USER غباء اولا  لَبس الجيش مب لباسنا والاشكال مب اماراتية وثانيا نحنا مانقول ايه يالبغام العبوا غيرها,OFF,NOT_HS,NOT_VLG,NOT_VIO
9238,@USER هيدا نوره,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9239,RT @USER ورق عنب URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9240,@USER هههههههههههاي هذا انتم اذا احد انتقدكم قلتم خرفان .. يعني اذا رديت وضحت صرت خروف,OFF,NOT_HS,NOT_VLG,NOT_VIO
9241,@USER ماني حيوان لكذا ماني موجوده‍♀️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9242,RT @USER نعتزل مايؤذينا،ونفوق لنفسنا ومصلحتنا شويه بقا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9243,@USER مع زاتك بسس,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9244,@USER الشكوى لله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9245,@USER  ولا ب ملايين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9246,دة علي اساس انها مش شايله همك وهم عيالك وامك وابوك وعيالتك كلها  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9247,@USER هههههههههههههههههههههههههههههههههه سلمممممممى,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9248,اغبى شي لما تتكلم مع احد وتقوله هذا عيب او حرام يقول لك فلان سواه &gt; استشهاد ضعيف وساذج وغبي وللاسف كثرت هذي النوعيه بهالوقت,OFF,NOT_HS,NOT_VLG,NOT_VIO
9249,@USER خلها على ربك انا مره علمت لم العيال بوحده الى اللحين لو  ابي المسجد تركب معي السيارة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9250,@USER نننننننن,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9251,"كم حاوية سترمى بها يا فضالة

#البدون_في_الكويت URL",OFF,HS1,NOT_VLG,NOT_VIO
9252,#بايع_الكليجا الحين العربية بتستضيفه بكم تبيع الكليجا ؟ كيف كنت تبيع ؟  ماعندهم سالفة هالقناة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9253,@USER معلش ي اصلي غبيه شويه,OFF,NOT_HS,NOT_VLG,NOT_VIO
9254,"RT @USER بقى انت مش ه تحتفل بالفلانتين عشان بدعه
-امال انا يعنى اللى سينجل URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9255,@USER اصبري يمسك جواله الاخ يقراء,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9256,"الطير بحب خناقه 
صبااحو",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9257,للاسف كل حاجه الواحد بيحبها و يتعلق بيها بتروح منه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9258,@USER قومي ارسمي حواجبك وطسي ع جامعتك .,OFF,NOT_HS,NOT_VLG,NOT_VIO
9259,@USER غصب عنك يا بيضه,OFF,NOT_HS,NOT_VLG,NOT_VIO
9260,ابي اضمك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9261,جداً  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9262,@USER اثقلي يابنت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9263,"RT @USER و قريبا فيلم الموسم "" Dances with Boxes "" الرقص مع اللجان",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9264,"RT @USER في كل عائلة لازم يكون فيها ..

١- هتلر 
٢- العريفي 
٣- رابح صقر 
٤- مستر بن 
٥- مسيلمه الكذاب 

قبل ماتطلع ... من انت ف…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9265,@USER الطليان,OFF,HS1,NOT_VLG,NOT_VIO
9266,@USER ياخي كثير نسمع كذا ياخي وين عقولهم ذولي,OFF,NOT_HS,NOT_VLG,NOT_VIO
9267,"امبااااااااااععععععع


#بايع_الكليجا",OFF,NOT_HS,NOT_VLG,NOT_VIO
9268,@USER حددي ساعة الصفر انا جاهز بدون اي مقاومه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9269,@USER عندي 37 طالب في الصف الأول وبعضهم من الجاليات غير العربية كيف نطبق مثل تلك البرامج,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9270,معلش  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9271,@USER يععع مالقيت الا عدنان ابراهيم,OFF,NOT_HS,NOT_VLG,NOT_VIO
9272,"@USER اتوقع الرجال كره حياته بكبرها من بعد التجمهر اللي صاير "" قلة حيا """,OFF,NOT_HS,NOT_VLG,NOT_VIO
9273,"@USER  ياربيه 
اللهم امين 
ان شاء الله هنتين 
ويزدداد فرح",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9274,يع العيال وصخين واحد ارسلتله سناب لي ولبنت خالتي قام يلمح لي انه يبغاني انا وهي بنفس الوقت,OFF,HS6,NOT_VLG,NOT_VIO
9275,"#بايع_الكليجا أقسسمم بالله مهزله اللي صاير ، شيء مقرف ومستقز من البنات ‍♀️
قبل كل شيء تذكري انك مسلمة ومتحجبة وحجابك لازم يمنعك من هالتصرفات اللي تزيل حيائك ، والانثى أهم صفاتها الحياء",OFF,HS6,NOT_VLG,NOT_VIO
9276,@USER الظاهر ما جربتي شارع الامارات و شارع محمد بن زايد عندنا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9277,@USER ومنين اجيب الحظ للحظه نحس !؟,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9278,لولا العيب جان باشتري لي موترسيكل حق درب الدوام  زحمة شارع ألبا إتييب الويعة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9279,"#بايع_الكليجا
البنات اللي يصورن مشفوحات ومب شايفات بحياتهن زين يعع وقاحه",OFF,HS6,NOT_VLG,NOT_VIO
9280,@USER استريح طال عمرك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9281,مفروض معد اتحمس للشيء لاني ادري انه بالاخير بيتكنسل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9282,@USER كلامك معناته تأيد حركات البنات الي سووها والتجمهر واذا هذا عقلك وتفكيرك الله يعين الي حولك,OFF,NOT_HS,NOT_VLG,NOT_VIO
9283,فى طريقى الى القاهرة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9284,زمن الله يكفينا شره اللي نشوفه مخجل جداً جداً جداً ‍♂️ #بايع_الكليجا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9285,مش فاضي طول نهارنا  عند 3D professional هالك حالك ‍♂️@USER,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9286,#بايع_الكليجا خلو الناس تستانس ياخي ليش المثاليه هذي كلها واحنا عارفين وانتو عارفين انكم زيهم اذا شفتو احد حلو,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9287,@USER جهاز بذاكرة 64 ورام 4 جيجا معد ياكل عيش مع باقي المنافسين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9288,"هاشم و شيماء على الصباح، 
Too much",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9289,@USER خلي أعضاء القروبات يقطون معك أو  احذفيهم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9290,RT @USER كنت لما اتنرفز اقولك(يا ولد القحبة )تعصب ومانكلم بعض ماتصدق ان امك قحبه الا لما ارسلك فيديو قاعدة على زبي وتخض طيزهاURL,OFF,NOT_HS,VLG,NOT_VIO
9291,RT @USER كم هو مؤلم ان تري فتاة مواليد 2003 تتلاعب بمشاعر بغل مواليد 1996,OFF,NOT_HS,NOT_VLG,NOT_VIO
9292,RT @USER وينك ي ام محمد  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9293,طب اقسم بالله انا في حد شاخخلي ف حياتي,OFF,NOT_HS,NOT_VLG,NOT_VIO
9294,@USER اكيد يرضي  اجل الرسول بيرضيه ان البنت تتزوج اكراه او تمنع من شغلها و سفرها ؟؟؟ و حبسها بالبيت ؟؟,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9295,@USER ان شاء الله اخر عيد ميلاد معانا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9296,@USER يا زبالة الملك,OFF,NOT_HS,NOT_VLG,NOT_VIO
9297,@USER ممتحنه هالعالم هالنتفه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9298,موقفك من #لغد_لكح ؟ — نيوترال URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
9299,@USER أنت فعلاً جعري,OFF,NOT_HS,NOT_VLG,NOT_VIO
9300,طريقة احتفالي بالكويت امشي وآكل بهالمطاعم  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9301,كانت باتلكلها  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9302,"RT @USER #صلاه_الجنازه_القادمه_انت
فال الله ولا فالك

ي الله حسن الخاتمة ..",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9303,اوك حلو ما قلنا لا بس فيه غيره أجمل بأخلاقه الجمال جمال الروح وبعدين خفت البنات على وشو ؟ اثقلو يا بنات .. بعدين خلاص من الهرجه هذي كل يوم طالع لنا واحد هبيتو عليه وطلع ترند ☹️ #بايع_الكليجا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9304,@USER ويقولوا علينا خرفان . قسم بالله انهم بقر,OFF,HS6,NOT_VLG,NOT_VIO
9305,تخصص ماث ولا اعرف اضرب واجمع,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9306,ماهو لازم تفهم ان لما ربنا يبعد عنك شخص وتتغير للاحسن من بعده يبقا الشخص ده زباله و بلاش قرف عصبتونى,OFF,NOT_HS,NOT_VLG,NOT_VIO
9307,@USER دس لاييييك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9308,"RT @USER تحذير من آفة #التدخين  بجميع أنواعه
#يوتيوب_ السلامة 
 URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9309,"#بايع_الكليجا                                            ماشوف الوسامة وينها هههههههه اسم الله ""على الفضل",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9310,الفوت  فوز بعد مغص ! URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9311,"#بايع_الكليجا

انا البنت الوحيده الي اشوف بايع الكليجا 

( جيكر )",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9312,@USER وعقلك كان فين من الأول يا سكر  وانت تقدر تسعدها يافالح بس البداية غلط,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9313,@USER مب عشانه رجال تبررون له..هي غلطت وهو غلط...صح تستاهل الكلام اللي جاها بس في نفس الوقت هو وال٢ اللي معاه قلوا ادبهم..يتطنزون على شكلها من زينهم عاد كل واحد انتف من الثاني..والله الموضوع بكبره ماصخ وحركات يهال كم اعمارهم ذول,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9314,"جدول اليوم 180226 |
•اروح لبنات عمتي بلكي اغير جو 
•ارتب غرفتي",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9315,"RT @USER تبي التخلص من الكرش

مجموعه التخلص من الكرش

طبيعيه ليس لها اي آثار جانبية

نتائج مضمونه100% باذن الله

لطلب والاستفسار…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9316,"يا كثثثرههم وياكرههم من الاعماق 
 #اصدقا_الوناسه_وينهم .",OFF,NOT_HS,NOT_VLG,NOT_VIO
9317,"@USER انا كانو بيسرقو مني الساندويش في المدرسة  و عموما تكرار السرقة دليل على طعامة اكل امي   
#هزقوني_عشان_اتشهر",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9318,"RT @USER هل تعلم أن القرد يبكي
 لحتى يموت اذا فارق حبيبته 
أو تزوجت قردا اخر !
اللهم قرّد شبابنا 
مشاعراً "" وليس "" شكلاً ""
 لاننا…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9319,"#بايع_الكليجا
متزوجه وتطرده ؟
الله يستر علينا بستره والله دنيا ينخاف منها",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9320,صباح الخير .. اللي داعي علي ما أرقد الليل ! الله يسامحه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9321,@USER يووووم تبين تنامين ليه تواصلين ها,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9322,@USER يا ريت ينفع في كلية  حظك انتي معندكيش كلية,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9323,@USER هذا الي جبتيه لنا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9324,@USER اقتراح,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9325,@USER يعع مره أوفرر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9326,ي صباح الرابر دام,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9327,@USER دخلت ف منشن الله يعينك ع لساننا احنا البنات,OFF,NOT_HS,NOT_VLG,NOT_VIO
9328,RT @USER هيه بعد جهااد دي ليلتك مهتعديش علي خير  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9329,يلعن ام الغش الممرض والممرضه يجلسون بالكافي وسوالف وفله ومحد يقولهم شي وانا لو يشوفوني مع شغاله جلدوني الف جلده وسجن 5 سنوات بالحاير,OFF,NOT_HS,NOT_VLG,NOT_VIO
9330,@USER خنتني,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9331,@USER من المؤسف ان تويتر لسه فيه الاشكال ذي,OFF,NOT_HS,NOT_VLG,NOT_VIO
9332,تويتر صار يسد النفس من هالهشتاقات السخيفة والدنيئة,OFF,NOT_HS,NOT_VLG,NOT_VIO
9333,"@USER والله من الحرررررره الي فيه طلع يهايط وجه الضفدع
ولا ماشاءالله على الرجال يجنن",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9334,@USER هيه الحمدلله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9335,@USER اعقل ياولد,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9336,@USER شكل كلامي جرحك يالشيفة,OFF,NOT_HS,NOT_VLG,NOT_VIO
9337,"RT @USER مساج سكسي وانا رافع سبعاوي 
اللي يبغى مثله يجي خاص بصوره ️
#يلا_نمارس #يلا_نفسخ #سالب #موجب #مبادل #ممحون #محنه #نيك #سك…",OFF,NOT_HS,VLG,NOT_VIO
9338,"اشششين احساس  احساس الدوخه وانا جالسة
يالطيف ألطف.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9339,الواحد مو عارف شيبدأ و شيأخر : اختبارين ، تقرير ، واجبات لها اول مالها اخر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9340,"#بايع_الكليجا

الهندي قاعد يثبت للمعزّب إن الخروف صار صديقه حتى ما يذبحه 

يذكرني ببعض البنات الي عنده خروف ما تبغى تفرط فيه  URL",OFF,HS1,NOT_VLG,NOT_VIO
9341,@USER اترجاش تسمعيها قلتي مو جوي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9342,@USER شرايتس نروح للمنتجع نجلدهم مصخوها,OFF,NOT_HS,NOT_VLG,VIO
9343,@USER وش ذا المرررض !!,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9344,@USER ههههههههههههههههههههههههههههههههههههههههههههههه يمه ليش☹️ اهم شي لااااا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9345,@USER بقوة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9346,موبيلي جيباه من اربع او خمس تيام يتكسر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9347,"@USER تجي ماين كرافت ؟

تخيل تصير    1trick reaper",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9348,#بايع_الكليجا صحيح ان القصمان فيهم جمال بس حنا وحنا بنات من القصيم ماسوينا كذا برجالنا شوية حيا وادب يكفي الرجال موضح انه عاقل وثقيل وشفيهم بنات الرياض وش ذا الهستره,OFF,HS6,NOT_VLG,NOT_VIO
9349,@USER بالضبط بلوك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9350,بنيدر نهدااا عفيه ها,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9351,@USER ايه ولله لك هاد البروف الزفت تبعي الكل بالتانوي بيكرهو وبكل مره نفوت لعندو بيضلو عم يسبنا عكل شيء وداءما انا الضحية تبعو,OFF,NOT_HS,NOT_VLG,NOT_VIO
9352,"@USER 

كل واحد ونيته",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9353,"- بتخونيني بعد اللي عملته عشانك؟
- لا من قبل كدة والله",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9354,انا عارفه انهم قايمين بس متجطلين بغرفهم,OFF,NOT_HS,NOT_VLG,NOT_VIO
9355,@USER ياشيخه قولى الجدع هو مين حرام عليكى حطمتى اعصابه معلش ياكموله ربنا يصبرك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9356,"وبنفس الوقت اكره اني اتكلم وجه لوجه احس ما فيه احد على جوي وما يستاهل اني اسولف واذا ارتحت معاد اسكت لكن بسرعة يتغير مزاجي واملّ منه واتضايق إذا طلب مني اكلمه صوت ! 
عجزت افهمني",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9357,يلعن ام التخلف اللي بمدرستنا,OFF,NOT_HS,NOT_VLG,NOT_VIO
9358,"إذا أردت العيش ..

ستجده في المطبخ ..

يعني بالله عليكم متوقعين مني حكمة هالوقت لا راتب ولا سفر ..",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9359,"RT @USER اينو لي المبه 
الي بتشحن بالكهرباء 
عملنا فيها شنو؟؟!

مع المكـتشف حـاسكو..


ما تنسو .. Π|~  ¶ غدا ...…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9360,@USER اتمنى يلعبون على النهائي ويردون على هالعاهه الاعلاميه,OFF,NOT_HS,NOT_VLG,NOT_VIO
9361,"@USER انا رقدت عن امتحان الميدتيرم ومالقيت عذر 
..
كنت بنتحر بس هونت",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9362,ابعدو حقين الانستقرام مني  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9363,"@USER أجل المخالفات اللي جتنا قبل كذا
وش وضعها 
بروفات يعني",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9364,سؤال يطرح نفسه ماده سوفتوير شن أدير عندنا في نظم كلام واجد,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9365,"RT @USER ال في  
#مشوها_يونيكورن",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9366,"RT @USER كيكة السينابون نجحت يا گدعااان 

المكوّنات
3 بيض
كوب إلا ربع سكر
0.5 كوب زيت
كوب حليب
ملعقه فانيليا
ملعقه كبيره بيكنج بودر…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9367,@USER هههههههههههههههههههااااي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9368,اووووف ياخ,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9369,"RT @USER الدقيقة 5 
قال ايش.. الحلواني بيحرجني. 
#طقطقة
URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9370,@USER مافتحت الكتاب وذاكرت مافتحته وش السواه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9371,هموت من البرد,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9372,معمل يحبني وأحبه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
